"","N1_1","N2_1","N3_1","N4_1","N5_1","N6_1","N1_2","N2_2","N3_2","N4_2","N5_2","N6_2"
"P26012",0,0,0,0,0,0,0,0,0,0,0,0
"P26196",0,0,1,0,0,1,1,0,1,1,0,0
"P26358",0,0,0,0,0,0,0,0,0,0,0,0
"P26367",0,0,0,0,0,0,0,0,0,0,0,0
"P26368",0,0,0,0,0,0,0,0,0,0,0,0
"P26373",0,0,0,0,0,0,0,0,0,0,0,0
"P26439",0,0,0,0,0,0,0,0,0,0,0,0
"P26441",0,0,0,0,0,0,0,0,0,0,0,0
"P26572",0,0,0,0,0,0,0,0,0,0,0,0
"P26583",0,0,0,0,0,0,0,0,0,0,0,0
"P26599",0,0,0,0,0,0,0,0,0,0,0,0
"P26641",0,0,0,0,0,0,0,0,0,0,0,0
"P26651",0,0,0,0,0,0,0,0,0,0,0,0
"P26678",0,0,0,0,0,0,0,0,0,0,0,0
"P26718",0,0,0,0,0,0,0,0,0,0,0,0
"P26992",0,0,0,0,0,0,0,0,0,0,0,0
"P27348",1,1,1,1,1,1,1,1,1,1,0,1
"P27352",0,0,0,0,0,0,0,0,0,0,0,0
"P27361",0,0,0,0,0,0,0,0,0,0,0,0
"P27449",0,0,0,0,0,0,0,0,0,0,0,0
"P27487",0,0,0,0,0,0,0,0,0,0,0,0
"P27540",0,0,0,0,0,0,0,0,0,0,0,0
"P27635",0,0,0,0,0,0,0,0,0,0,0,0
"P27694",0,0,0,0,0,0,0,0,0,0,0,0
"P27695",0,0,0,0,0,0,0,0,0,0,0,0
"P27797",0,0,0,0,0,0,0,0,0,0,0,0
"P27824",0,0,0,0,0,0,0,0,0,0,0,0
"P27986",0,0,0,0,0,0,0,0,0,0,0,0
"P28066",0,0,0,0,0,0,0,0,0,0,0,0
"P28070",0,1,1,1,1,1,1,1,1,1,1,1
"P28072",0,1,1,1,1,1,1,1,1,1,1,1
"P28074",0,1,1,1,1,1,1,1,1,1,1,1
"P28221",0,0,0,0,0,0,0,0,0,0,0,0
"P28222",0,0,0,0,0,0,0,0,0,0,0,0
"P28324",1,1,1,1,1,1,1,1,1,1,1,1
"P28331",0,0,0,0,0,0,0,0,0,0,0,0
"P28340",0,0,0,0,0,0,0,0,0,0,0,0
"P28360",0,0,0,0,0,0,0,0,0,0,0,0
"P28370",0,0,0,0,0,0,0,0,0,0,0,0
"P28482",0,0,0,0,0,0,0,0,0,0,0,0
"P28676",0,0,0,0,0,0,0,0,0,0,0,0
"P28702",1,1,1,1,1,1,1,1,1,1,1,1
"P28749",0,0,0,0,0,0,0,0,0,0,0,0
"P28799",0,0,0,0,0,0,0,0,0,0,0,0
"P29033",0,0,0,0,0,0,0,0,0,0,0,0
"P29083",0,0,1,0,0,0,0,0,1,1,1,1
"P29084",0,0,0,0,0,0,0,0,0,0,0,0
"P29279",0,0,0,0,0,0,0,0,0,0,0,0
"P29317",0,0,0,0,0,0,0,0,0,0,0,0
"P29353",0,0,0,0,0,0,0,0,0,0,0,0
"P29374",0,0,0,0,0,0,0,0,0,0,0,0
"P29459",0,0,0,0,0,0,0,0,0,0,0,0
"P29460",0,0,0,0,0,0,0,0,0,0,0,0
"P29466",0,0,0,0,0,0,0,0,0,0,0,0
"P29474",0,0,0,0,0,0,0,0,0,0,0,0
"P29475",0,0,0,0,0,0,0,0,0,0,0,0
"P29590",0,0,0,0,0,0,0,0,0,0,0,0
"P29597",0,0,0,0,0,0,0,0,0,0,0,0
"P29972",0,0,0,0,0,0,0,0,0,0,0,0
"P29992",0,0,0,0,0,0,0,0,0,0,0,0
"P30049",0,0,0,0,0,0,0,0,0,0,0,0
"P30050",0,0,0,0,0,0,0,0,0,0,0,0
"P30101",0,0,0,0,0,0,0,0,0,0,0,0
"P30153",0,0,0,0,0,0,0,0,0,0,0,0
"P30154",0,0,0,0,0,0,0,0,0,0,0,0
"P30260",0,0,0,0,0,0,0,0,0,0,0,0
"P30273",0,0,0,0,0,0,0,0,0,0,0,0
"P30279",0,0,0,0,0,0,0,0,0,0,0,0
"P30281",0,0,0,0,0,0,0,0,0,0,0,0
"P30405",0,0,0,0,0,0,0,0,0,0,0,0
"P30530",0,0,0,0,0,0,0,0,0,0,0,0
"P30622",0,0,0,0,0,0,0,0,0,0,0,0
"P30626",0,0,0,0,0,0,0,0,0,0,0,0
"P30872",0,0,0,0,0,0,0,0,0,0,0,0
"P30874",0,0,0,0,0,0,0,0,0,0,0,0
"P30876",0,0,0,0,0,0,0,0,0,0,0,0
"P30926",0,0,0,0,0,0,0,0,0,0,0,0
"P31040",0,0,0,0,0,0,0,0,0,0,0,0
"P31153",0,0,0,0,0,0,0,0,0,0,0,0
"P31269",0,0,0,0,0,0,0,0,0,0,0,0
"P31273",0,0,0,0,0,0,0,0,0,0,0,0
"P31323",0,0,0,0,0,0,0,0,0,0,0,0
"P31391",0,0,0,0,0,0,0,0,0,0,0,0
"P31431",0,0,0,0,0,0,0,0,0,0,0,0
"P31749",0,0,1,0,0,0,0,0,1,1,1,1
"P31751",0,0,0,0,0,0,0,0,0,0,0,0
"P31785",0,0,0,0,0,0,0,0,0,0,0,0
"P31943",0,0,0,0,0,0,0,0,0,0,0,0
"P31946",0,0,0,0,1,0,0,1,0,0,0,0
"P32004",0,0,0,0,0,0,0,0,0,0,0,0
"P32121",0,0,0,0,0,0,0,0,0,0,0,0
"P32745",0,0,0,0,0,0,0,0,0,0,0,0
"P32780",0,0,0,0,0,0,0,0,0,0,0,0
"P32856",0,0,0,0,0,0,0,0,0,0,0,0
"P32927",0,0,0,0,0,0,0,0,0,0,0,0
"P32969",0,0,0,0,0,0,0,0,0,0,0,0
"P33151",0,0,0,0,0,0,0,0,0,0,0,0
"P33176",0,0,0,0,0,0,0,0,0,0,0,0
"P33240",0,0,0,0,0,0,0,0,0,0,0,0
"P33402",0,0,0,0,0,0,0,0,0,0,0,0
"P33778",0,0,0,0,0,0,0,0,0,0,0,0
"P33991",0,0,0,0,0,0,0,0,0,0,0,0
"P33992",0,0,0,0,0,0,0,0,0,0,0,0
"P33993",0,0,0,0,0,0,0,0,0,0,0,0
"P34059",0,0,0,0,0,0,0,0,0,0,0,0
"P34130",0,0,0,0,0,0,0,0,0,0,0,0
"P34741",0,0,0,0,0,0,0,0,0,0,0,0
"P34896",0,0,0,0,0,0,0,0,0,0,0,0
"P34897",0,0,0,0,0,0,0,0,0,0,0,0
"P34932",0,0,0,0,1,0,0,1,0,0,0,0
"P35080",0,0,0,0,0,0,0,0,0,0,0,0
"P35221",0,0,0,0,0,0,0,0,0,0,0,0
"P35222",0,0,0,0,0,0,0,0,0,0,0,0
"P35226",0,0,0,0,0,0,0,0,0,0,0,0
"P35228",0,0,0,0,0,0,0,0,0,0,0,0
"P35232",0,0,0,0,0,0,0,0,0,0,0,0
"P35240",0,0,0,0,0,0,0,0,0,0,0,0
"P35244",0,0,0,0,0,0,0,0,0,0,0,0
"P35249",1,1,1,1,1,1,1,1,1,1,1,1
"P35250",1,1,1,1,1,1,1,1,1,1,1,1
"P35251",1,1,1,1,1,1,1,1,1,1,1,1
"P35268",0,0,0,0,0,0,0,0,0,0,0,0
"P35269",0,0,0,0,0,0,0,0,0,0,0,0
"P35346",0,0,0,0,0,0,0,0,0,0,0,0
"P35348",0,0,0,0,0,0,0,0,0,0,0,0
"P35354",0,0,0,0,0,0,0,0,0,0,0,0
"P35442",0,0,0,0,0,0,0,0,0,0,0,0
"P35555",0,0,0,0,0,0,0,0,0,0,0,0
"P35568",0,0,0,0,0,0,0,0,0,0,0,0
"P35579",0,0,0,0,0,0,0,0,0,0,0,0
"P35580",0,0,0,0,0,0,0,0,0,0,0,0
"P35606",0,0,0,0,0,0,0,0,0,0,0,0
"P35612",0,0,0,0,0,0,0,0,0,0,0,0
"P35613",0,0,0,0,0,0,0,0,0,0,0,0
"P35637",0,0,0,0,0,0,0,0,0,0,0,0
"P35638",0,0,0,0,0,0,0,0,0,0,0,0
"P35659",0,0,0,0,0,0,0,0,0,0,0,0
"P35858",0,0,0,0,0,0,0,0,0,0,0,0
"P35869",0,0,0,0,0,0,0,0,0,0,0,0
"P35916",0,0,0,0,0,0,0,0,0,0,0,0
"P35968",0,0,0,0,0,0,0,0,0,0,0,0
"P35998",0,0,0,0,0,0,0,0,0,0,0,0
"P36404",0,0,0,0,0,0,0,0,0,0,0,0
"P36406",0,0,0,0,0,0,0,0,0,0,0,0
"P36507",0,0,0,0,0,0,0,0,0,0,0,0
"P36542",0,0,0,0,0,0,0,0,0,0,0,0
"P36544",0,0,0,0,0,0,0,0,0,0,0,0
"P36578",0,0,0,0,0,0,0,0,0,0,0,0
"P36894",0,0,0,0,0,0,0,0,0,0,0,0
"P36897",0,0,0,0,0,0,0,0,0,0,0,0
"P36941",0,0,0,0,0,0,0,0,0,0,0,0
"P36954",1,1,1,1,1,1,1,1,1,1,1,1
"P36956",0,0,0,0,0,0,0,0,0,0,0,0
"P36957",0,0,0,0,0,0,0,0,0,0,0,0
"P37088",0,0,0,0,0,0,0,0,0,0,0,0
"P37108",0,0,0,0,0,0,0,0,0,0,0,0
"P37173",1,1,0,0,1,1,1,0,1,0,1,0
"P37275",0,0,0,0,0,0,0,0,0,0,0,0
"P37287",0,0,0,0,0,0,0,0,0,0,0,0
"P37840",0,0,0,0,0,0,0,0,0,0,0,0
"P38159",0,0,0,0,0,0,0,0,0,0,0,0
"P38398",1,1,1,1,1,1,1,1,1,1,1,1
"P38432",0,0,0,0,0,0,0,0,0,0,0,0
"P38570",0,0,0,0,0,0,0,0,0,0,0,0
"P38606",0,0,0,0,0,0,0,0,0,0,0,0
"P38646",0,0,0,0,0,0,0,0,0,0,0,0
"P38919",0,0,0,0,0,0,0,0,0,0,0,0
"P38936",0,0,0,0,0,0,0,0,0,0,0,0
"P39019",0,0,0,0,0,0,0,0,0,0,0,0
"P39023",0,0,0,0,0,0,0,0,0,0,0,0
"P39060",0,0,0,0,0,0,0,0,0,0,0,0
"P39656",0,0,0,0,0,0,0,0,0,0,0,0
"P39687",0,0,0,0,0,0,0,0,0,0,0,0
"P39748",0,0,0,0,0,0,0,0,0,0,0,0
"P40121",0,0,0,0,0,0,0,0,0,0,0,0
"P40189",0,0,0,0,0,0,0,0,0,0,0,0
"P40222",0,0,0,0,0,0,0,0,0,0,0,0
"P40227",0,0,0,0,0,0,0,0,0,0,0,0
"P40337",0,0,1,0,0,0,1,1,1,1,1,1
"P40429",0,0,0,0,0,0,0,0,0,0,0,0
"P40616",0,0,0,0,0,0,0,0,0,0,0,0
"P40692",0,0,0,0,1,0,1,1,0,0,0,0
"P40763",0,0,0,0,0,0,0,0,0,0,0,0
"P40933",0,0,0,0,0,0,0,0,0,0,0,0
"P40937",1,1,1,1,1,1,1,1,1,1,1,1
"P40938",1,1,1,1,1,1,1,1,1,1,1,1
"P40939",1,1,1,1,1,1,1,1,1,0,0,0
"P41002",0,0,0,0,0,0,0,0,0,0,0,0
"P41091",0,0,0,0,0,0,0,0,0,0,0,0
"P41182",0,0,0,0,0,0,0,0,0,0,0,0
"P41223",0,0,0,0,0,0,0,0,0,0,0,0
"P41231",0,0,0,0,0,0,0,0,0,0,0,0
"P41235",0,0,0,0,0,0,0,0,0,0,0,0
"P41252",1,1,0,1,1,1,0,0,1,1,1,1
"P41279",0,0,0,0,0,0,0,0,0,0,0,0
"P41743",0,0,0,0,0,0,0,0,0,0,0,0
"P41970",0,0,0,0,0,0,0,0,0,0,0,0
"P42167",0,0,0,0,0,0,0,0,0,0,0,0
"P42224",0,0,0,0,0,0,0,0,0,0,0,0
"P42226",0,0,0,0,0,0,0,0,0,0,0,0
"P42229",0,0,0,0,0,0,0,0,0,0,0,0
"P42261",0,0,0,0,0,0,0,0,0,0,0,0
"P42262",0,0,0,0,0,0,0,0,0,0,0,0
"P42285",0,0,0,0,0,0,0,0,0,0,0,0
"P42336",0,0,0,0,0,0,0,0,0,0,0,0
"P42345",1,1,1,1,1,1,1,1,1,1,1,1
"P42356",0,0,0,0,0,0,0,0,0,0,0,0
"P42566",0,0,0,0,0,0,0,0,0,0,0,0
"P42568",0,0,0,0,0,0,0,0,0,0,0,0
"P42575",0,0,0,0,0,0,0,0,0,0,0,0
"P42677",0,0,0,0,0,0,0,0,0,0,0,0
"P42684",0,0,0,0,0,0,0,0,0,0,0,0
"P42695",0,0,0,0,0,0,0,0,0,0,0,0
"P42701",0,0,0,0,0,0,0,0,0,0,0,0
"P42702",0,0,0,0,0,0,0,0,0,0,0,0
"P42704",0,0,0,0,0,0,0,0,0,0,0,0
"P42766",0,0,0,0,0,0,0,0,0,0,0,0
"P42768",0,0,0,0,0,0,0,0,0,0,0,0
"P42771",0,0,0,0,0,0,0,0,0,0,0,0
"P42858",0,0,0,0,0,0,0,0,0,0,0,0
"P43004",0,0,0,0,0,0,0,0,0,0,0,0
"P43243",0,0,0,0,0,0,0,0,0,0,0,0
"P43246",0,0,0,0,0,0,0,0,0,0,0,0
"P43351",0,0,0,0,0,0,0,0,0,0,0,0
"P43355",0,0,0,0,0,0,0,0,0,0,0,0
"P43403",0,0,0,0,0,0,0,0,0,0,0,0
"P43405",0,0,0,0,0,0,0,0,0,0,0,0
"P43487",0,0,0,0,0,0,0,0,0,0,0,0
"P43681",0,0,0,0,0,0,0,0,0,0,0,0
"P43686",0,0,0,0,0,0,0,0,0,0,0,0
"P43694",0,0,0,0,0,0,0,0,0,0,0,0
"P45880",0,0,0,0,0,0,0,0,0,0,0,0
"P45973",0,0,0,0,0,0,0,0,0,0,0,0
"P45985",0,0,0,0,0,0,0,0,0,0,0,0
"P46020",0,0,0,0,0,0,0,0,0,0,0,0
"P46100",0,0,0,0,0,0,0,0,0,0,0,0
"P46108",0,0,0,0,0,0,0,0,0,0,0,0
"P46109",0,0,0,0,0,0,0,0,0,0,0,0
"P46199",0,0,0,0,0,0,0,0,0,0,0,0
"P46379",0,0,0,0,0,0,0,0,0,0,0,0
"P46527",0,0,0,0,0,0,0,0,0,0,0,0
"P46531",0,1,0,1,1,1,0,1,0,0,0,0
"P46734",0,0,0,0,0,0,0,0,0,0,0,0
"P46736",0,0,0,0,0,0,0,0,0,0,0,0
"P46776",0,0,0,0,0,0,0,0,0,0,0,0
"P46777",0,0,0,0,0,0,0,0,0,0,0,0
"P46778",0,0,0,0,0,0,0,0,0,0,0,0
"P46779",0,0,0,0,0,0,0,0,0,0,0,0
"P46781",0,0,0,0,0,0,0,0,0,0,0,0
"P46782",0,0,0,0,0,0,0,0,0,0,0,0
"P46783",0,0,0,0,0,0,0,0,0,0,0,0
"P46934",0,0,0,0,0,0,0,0,0,0,0,0
"P46937",0,0,0,0,0,0,0,0,0,0,0,0
"P46939",0,0,0,0,0,0,0,0,0,0,0,0
"P46940",0,0,0,0,0,0,0,0,0,0,0,0
"P46977",0,0,0,0,0,0,0,0,0,0,0,0
"P47756",0,0,0,0,0,0,0,0,0,0,0,0
"P47813",0,0,0,0,0,0,0,0,0,0,0,0
"P47870",0,0,0,0,0,0,0,0,0,0,0,0
"P47897",1,1,0,1,1,1,0,0,1,1,1,1
"P47914",0,0,0,0,0,0,0,0,0,0,0,0
"P47974",0,0,0,0,0,0,0,0,0,0,0,0
"P47989",0,0,0,0,0,0,0,0,0,0,0,0
"P48039",0,0,0,0,0,0,0,0,0,0,0,0
"P48047",0,0,0,0,0,0,0,0,0,0,0,0
"P48059",0,0,0,0,0,0,0,0,0,0,0,0
"P48167",0,0,0,0,0,0,0,0,0,0,0,0
"P48307",0,0,0,0,0,0,0,0,0,0,0,0
"P48357",0,0,0,0,0,0,0,0,0,0,0,0
"P48382",0,0,0,0,0,0,0,0,0,0,0,0
"P48431",1,1,1,1,1,1,1,1,1,1,1,1
"P48506",0,0,0,0,0,0,0,0,0,0,0,0
"P48507",0,0,0,0,0,0,0,0,0,0,0,0
"P48509",0,0,0,0,0,0,0,0,0,0,0,0
"P48551",0,0,0,0,0,0,0,0,0,0,0,0
"P48553",0,0,0,0,0,0,0,0,0,0,0,0
"P48556",0,0,0,0,0,0,0,0,0,0,0,0
"P48643",0,0,0,0,0,0,0,0,0,0,0,0
"P48735",0,0,0,0,0,0,0,0,0,0,0,0
"P48745",0,0,0,0,0,0,0,0,0,0,0,0
"P48764",0,0,0,0,0,0,0,0,0,0,0,0
"P48830",0,0,0,0,0,0,0,0,0,0,0,0
"P48995",0,0,0,0,0,0,0,0,0,0,0,0
"P49005",0,0,0,0,0,0,0,0,0,0,0,0
"P49006",0,0,0,0,0,0,0,0,0,0,0,0
"P49023",0,0,0,0,0,0,0,0,0,0,0,0
"P49069",0,0,0,0,0,0,0,0,0,0,0,0
"P49207",0,0,0,0,0,0,0,0,0,0,0,0
"P49281",0,0,0,0,0,0,0,0,0,0,0,0
"P49286",0,0,0,0,0,0,0,0,0,0,0,0
"P49321",0,0,0,0,0,0,0,0,0,0,0,0
"P49336",0,0,0,0,0,0,0,0,0,0,0,0
"P49354",0,0,0,0,0,0,0,0,0,0,0,0
"P49356",0,0,0,0,0,0,0,0,0,0,0,0
"P49368",0,0,0,0,0,0,0,0,0,0,0,0
"P49406",0,0,0,0,0,0,0,0,0,0,0,0
"P49407",0,0,0,0,0,0,0,0,0,0,0,0
"P49411",0,0,0,0,0,0,0,0,0,0,0,0
"P49427",0,0,1,0,0,0,0,0,1,1,1,1
"P49450",0,0,0,0,0,0,0,0,0,0,0,0
"P49459",0,0,0,0,0,0,0,0,0,0,0,0
"P49642",0,0,0,0,0,0,0,0,0,0,0,0
"P49643",0,0,0,0,0,0,0,0,0,0,0,0
"P49711",0,0,0,0,0,0,0,0,0,0,0,0
"P49715",0,0,0,0,0,0,0,0,0,0,0,0
"P49720",1,1,1,1,1,1,1,1,1,1,1,1
"P49721",1,1,1,1,1,1,1,1,1,1,1,1
"P49736",0,0,0,0,0,0,0,0,0,0,0,0
"P49754",0,0,0,0,0,0,0,0,0,0,0,0
"P49755",0,0,0,0,0,0,0,0,0,0,0,0
"P49756",0,0,0,0,0,0,0,0,0,0,0,0
"P49757",0,0,0,0,0,0,0,0,0,0,0,0
"P49758",0,0,0,0,0,0,0,0,0,0,0,0
"P49767",0,0,0,0,0,0,0,0,0,0,0,0
"P49768",0,1,0,1,1,1,0,1,0,0,0,0
"P49770",0,0,0,0,0,0,0,0,0,0,0,0
"P49773",0,0,0,0,0,0,0,0,0,0,0,0
"P49795",0,0,0,0,0,0,0,0,0,0,0,0
"P49810",0,0,0,0,0,0,0,0,0,0,0,0
"P49815",0,0,0,0,0,0,0,0,0,0,0,0
"P49821",0,0,0,0,0,0,0,0,0,0,0,0
"P49841",1,1,1,1,1,1,1,1,1,1,1,1
"P49848",0,0,0,0,0,0,0,0,0,0,0,0
"P49903",0,0,0,0,0,0,0,0,0,0,0,0
"P49916",0,0,0,0,0,0,0,0,0,0,0,0
"P49917",0,0,0,0,0,0,0,0,0,0,0,0
"P49959",0,0,0,0,0,0,0,0,0,0,0,0
"P49961",0,0,0,0,0,0,0,0,0,0,0,0
"P50148",0,0,0,0,0,0,0,0,0,0,0,0
"P50150",0,0,0,0,0,0,0,0,0,0,0,0
"P50151",0,0,0,0,0,0,0,0,0,0,0,0
"P50213",0,0,0,0,0,0,0,0,0,0,0,0
"P50281",0,0,0,0,0,0,0,0,0,0,0,0
"P50402",0,0,0,0,0,0,0,0,0,0,0,0
"P50502",0,0,0,0,0,0,0,0,0,0,0,0
"P50539",0,0,0,0,0,0,0,0,0,0,0,0
"P50552",0,0,0,0,0,0,0,0,0,0,0,0
"P50570",0,0,0,0,0,0,0,0,0,0,0,0
"P50591",0,0,0,0,0,0,0,0,0,0,0,0
"P50613",0,0,0,0,0,0,0,0,0,0,0,0
"P50748",0,0,0,0,0,0,0,0,0,0,0,0
"P50750",0,0,0,0,0,0,0,0,0,0,0,0
"P50914",0,0,0,0,0,0,0,0,0,0,0,0
"P50990",0,0,0,0,0,0,0,0,0,0,0,0
"P50991",0,0,0,0,0,0,0,0,0,0,0,0
"P51003",0,0,0,0,0,0,0,0,0,0,0,0
"P51114",0,0,0,0,0,0,0,0,0,0,0,0
"P51151",0,0,0,0,0,0,0,0,0,0,0,0
"P51153",0,0,0,0,0,0,0,0,0,0,0,0
"P51159",0,0,0,0,0,0,0,0,0,0,0,0
"P51164",0,0,0,0,0,0,0,0,0,0,0,0
"P51168",0,0,0,0,0,0,0,0,0,0,0,0
"P51170",0,0,0,0,0,0,0,0,0,0,0,0
"P51172",0,0,0,0,0,0,0,0,0,0,0,0
"P51398",0,0,0,0,0,0,0,0,0,0,0,0
"P51531",0,0,0,0,0,0,0,0,0,0,0,0
"P51532",0,0,0,0,0,0,0,0,0,0,0,0
"P51553",0,0,0,0,0,0,0,0,0,0,0,0
"P51587",0,0,0,0,0,0,0,0,0,0,0,0
"P51608",0,0,0,0,0,0,0,0,0,0,0,0
"P51610",0,0,0,0,0,0,0,0,0,0,0,0
"P51617",0,0,0,0,0,0,0,0,0,0,0,0
"P51665",0,0,0,0,0,0,0,0,0,0,0,0
"P51692",0,0,0,0,0,0,0,0,0,0,0,0
"P51787",0,0,0,0,0,0,0,0,0,0,0,0
"P51805",0,0,0,0,0,0,0,0,0,0,0,0
"P51808",0,0,0,0,0,0,0,0,0,0,0,0
"P51809",0,0,0,0,0,0,0,0,0,0,0,0
"P51825",0,0,0,0,0,0,0,0,0,0,0,0
"P51858",0,0,0,0,0,0,0,0,0,0,0,0
"P51878",0,0,0,0,0,0,0,0,0,0,0,0
"P51946",0,0,0,0,0,0,0,0,0,0,0,0
"P51948",1,1,1,1,1,1,1,1,1,1,1,1
"P51955",0,0,0,0,0,0,0,0,0,0,0,0
"P51965",0,0,0,0,0,0,0,0,0,0,0,0
"P51970",0,0,0,0,0,0,0,0,0,0,0,0
"P51991",0,0,0,0,0,0,0,0,0,0,0,0
"P52179",0,0,0,0,0,0,0,0,0,0,0,0
"P52272",0,0,0,0,0,0,0,0,0,0,0,0
"P52292",0,0,0,0,0,0,0,0,0,0,0,0
"P52294",0,0,0,0,0,0,0,0,0,0,0,0
"P52298",0,0,0,0,0,0,0,0,0,0,0,0
"P52434",1,1,1,1,1,1,1,1,1,1,1,1
"P52435",0,0,0,0,0,0,0,0,0,0,0,0
"P52597",0,0,0,0,0,0,0,0,0,0,0,0
"P52630",0,0,0,0,0,0,0,0,0,0,0,0
"P52655",0,0,0,0,0,0,0,0,0,0,0,0
"P52657",0,0,0,0,0,0,0,0,0,0,0,0
"P52701",0,0,0,0,0,0,0,0,0,0,0,0
"P52732",0,0,0,0,0,0,0,0,0,0,0,0
"P52747",0,0,0,0,0,0,0,0,0,0,0,0
"P52815",0,0,0,0,0,0,0,0,0,0,0,0
"P52907",0,0,0,0,0,0,0,0,0,0,0,0
"P52948",1,1,1,1,1,1,1,1,1,1,1,1
"P53004",0,0,0,0,0,0,0,0,0,0,0,0
"P53350",0,0,0,0,0,0,0,0,0,0,0,0
"P53365",0,0,0,0,0,0,0,0,0,0,0,0
"P53539",0,0,0,0,0,0,0,0,0,0,0,0
"P53597",0,0,0,0,0,0,0,0,0,0,0,0
"P53677",0,0,0,0,0,0,0,0,0,0,0,0
"P53708",0,0,0,0,0,0,0,0,0,0,0,0
"P53778",0,0,0,0,0,0,0,0,0,0,0,0
"P53779",0,0,0,0,0,0,0,0,0,0,0,0
"P53803",0,0,0,0,0,0,0,0,0,0,0,0
"P53805",0,0,0,0,0,0,0,0,0,0,0,0
"P53999",0,0,0,0,0,0,0,0,0,0,0,0
"P54105",0,0,0,0,0,0,0,0,0,0,0,0
"P54132",1,1,1,1,1,1,1,1,1,1,1,1
"P54136",1,1,0,1,1,1,0,0,1,1,1,1
"P54198",0,0,0,0,0,0,0,0,0,0,0,0
"P54253",0,0,0,0,0,0,0,0,0,0,0,0
"P54257",0,0,0,0,0,0,0,0,0,0,0,0
"P54274",0,0,0,0,0,0,0,0,0,0,0,0
"P54277",0,0,0,0,0,0,0,0,0,0,0,0
"P54278",0,0,0,0,1,0,1,1,0,0,0,0
"P54368",0,0,0,0,0,0,0,0,0,0,0,0
"P54619",0,0,0,0,0,0,0,0,0,0,0,0
"P54646",0,0,0,0,0,0,0,0,0,0,0,0
"P54652",0,0,0,0,0,0,0,0,0,0,0,0
"P54819",0,0,0,0,0,0,0,0,0,0,0,0
"P54821",0,0,0,0,0,0,0,0,0,0,0,0
"P55036",0,0,0,0,0,0,0,0,0,0,0,0
"P55060",0,0,0,0,0,0,0,0,0,0,0,0
"P55072",0,0,0,0,0,0,0,0,0,0,0,0
"P55081",0,0,0,0,0,0,0,0,0,0,0,0
"P55084",1,1,1,1,1,1,1,1,1,0,0,0
"P55087",0,0,1,0,0,1,0,0,1,0,0,1
"P55196",0,0,0,0,0,0,0,0,0,0,0,0
"P55199",0,0,0,0,0,0,0,0,0,0,0,0
"P55201",0,0,0,0,0,0,0,0,0,0,0,0
"P55209",0,0,0,0,0,0,0,0,0,0,0,0
"P55211",0,0,0,0,0,0,0,0,0,0,0,0
"P55265",0,0,0,0,0,0,0,0,0,0,0,0
"P55268",0,0,0,0,0,0,0,0,0,0,0,0
"P55287",0,0,0,0,0,0,0,0,0,0,0,0
"P55316",0,0,0,0,0,0,0,0,0,0,0,0
"P55345",0,0,0,0,0,0,0,0,0,0,0,0
"P55735",1,1,1,1,1,1,1,1,1,1,1,1
"P55769",0,0,0,0,0,0,0,0,0,0,0,0
"P55771",0,0,0,0,0,0,0,0,0,0,0,0
"P55884",0,0,0,0,0,0,0,0,0,0,0,0
"P55895",0,0,0,0,0,0,0,0,0,0,0,0
"P56134",0,0,0,0,0,0,0,0,0,0,0,0
"P56181",0,0,0,0,0,0,0,0,0,0,0,0
"P56192",1,1,0,1,1,1,0,0,1,1,1,1
"P56199",0,0,0,0,0,0,0,0,0,0,0,0
"P56270",0,0,0,0,0,0,0,0,0,0,0,0
"P56279",0,0,0,0,0,0,0,0,0,0,0,0
"P56282",0,0,0,0,0,0,0,0,0,0,0,0
"P56377",0,0,0,0,0,0,0,0,0,0,0,0
"P56381",0,0,0,0,0,0,0,0,0,0,0,0
"P56385",0,0,0,0,0,0,0,0,0,0,0,0
"P56524",0,0,0,0,0,0,0,0,0,0,0,0
"P56537",0,0,0,0,0,0,0,0,0,0,0,0
"P56539",0,0,0,0,0,0,0,0,0,0,0,0
"P56545",0,0,0,0,0,0,0,0,0,0,0,0
"P56556",0,0,0,0,0,0,0,0,0,0,0,0
"P56696",0,0,0,0,0,0,0,0,0,0,0,0
"P56817",0,0,0,0,0,0,0,0,0,0,0,0
"P56945",0,0,0,0,0,0,0,0,0,0,0,0
"P57087",0,0,0,0,0,0,0,0,0,0,0,0
"P57678",0,0,0,0,0,0,0,0,0,0,0,0
"P57740",1,1,1,1,1,1,1,1,1,1,1,1
"P59047",0,0,0,0,0,0,0,0,0,0,0,0
"P59768",0,0,0,0,0,0,0,0,0,0,0,0
"P59780",0,0,0,0,0,0,0,0,0,0,0,0
"P59998",0,0,0,0,0,0,0,0,0,0,0,0
"P60033",0,0,0,0,0,0,0,0,0,0,0,0
"P60228",0,0,0,0,0,0,0,0,0,0,0,0
"P60468",0,0,0,0,0,0,0,0,0,0,0,0
"P60484",0,0,0,0,0,0,0,0,0,0,0,0
"P60510",0,0,0,0,0,0,0,0,0,0,0,0
"P60568",0,0,0,0,0,0,0,0,0,0,0,0
"P60660",0,0,0,0,0,0,0,0,0,0,0,0
"P60709",0,0,0,0,0,0,0,0,0,0,0,0
"P60842",0,0,0,0,0,0,0,0,0,0,0,0
"P60866",0,0,0,0,0,0,0,0,0,0,0,0
"P60880",0,0,0,0,0,0,0,0,0,0,0,0
"P60896",0,0,0,0,0,0,0,0,0,0,0,0
"P60900",1,1,1,1,1,1,1,1,1,1,1,1
